dish_name,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,calorie_label
Curry with Fried Chicken and Rice,800,25.0,30.0,100.0,🔴 高卡
Scrambled Eggs with Corn and Buttered Bread,350,15.0,20.0,30.0,🔴 高卡
Salad with Peanut Sauce,450,25.0,20.0,50.0,🔴 高卡
Fried Cheese Patties,300,10.0,15.0,30.0,🔴 高卡
Clams with Greens,350,30.0,10.0,20.0,🔴 高卡
Puffed Rice,150,2.0,1.5,30.0,🟡 中卡
Tuna Bibimbap,600,30.0,20.0,70.0,🔴 高卡
Grilled Meat and Hot Pot,800,60.0,40.0,50.0,🔴 高卡
Mixed Plate with Egg and Meat,600,40.0,30.0,50.0,🔴 高卡
Sushi and Grilled Meat,600,30.0,25.0,70.0,🔴 高卡
Sushi Salmon,300,25.0,20.0,0.0,🔴 高卡
Seared Beef,250,25.0,15.0,0.0,🔴 高卡
Ham and Cheese Sandwich with Salad,600,30.0,25.0,60.0,🔴 高卡
Fruit-flavored pouch,100,0.5,0.1,25.0,🟡 中卡
Almond Milk,150,5.0,8.0,15.0,🟡 中卡
Vietnamese Rice Noodle Rolls,600,25.0,20.0,80.0,🔴 高卡
Ravioli in sauce,400,20.0,15.0,50.0,🔴 高卡
Dumplings and Fried Vegetables,800,25.0,30.0,100.0,🔴 高卡
Sweet and Sour Pork with Tofu,600,25.0,30.0,50.0,🔴 高卡
Stir-fried Oysters,350,25.0,20.0,15.0,🔴 高卡
Chicken Cake,250,8.0,10.0,30.0,🔴 高卡
Sweet and Sour Chicken with Garlic Chicken,800,40.0,30.0,70.0,🔴 高卡
Grilled Chicken with Rice and Salad,600,25.0,20.0,80.0,🔴 高卡
Spicy Shrimp and Beef,800,60.0,30.0,50.0,🔴 高卡
Rice Cake with Milk,300,8.0,10.0,45.0,🔴 高卡
Flavored Rice,300,5.0,10.0,45.0,🔴 高卡
Spicy Noodle Wrap,600,15.0,20.0,80.0,🔴 高卡
Chicken and Cabbage Rice Bowl,450,30.0,10.0,60.0,🔴 高卡
Chocolate Cream Cookies,150,2.0,7.0,20.0,🟡 中卡
Layered Fruit Dessert,250,3.0,5.0,45.0,🔴 高卡
Grilled Bread,250,8.0,5.0,45.0,🔴 高卡
Braised Meat Platter,600,50.0,30.0,20.0,🔴 高卡
Colorful Gelatin Desserts,250,5.0,10.0,35.0,🔴 高卡
Noodles with Fried Chicken,700,40.0,30.0,80.0,🔴 高卡
Spicy Cooking Sauce,150,5.0,10.0,5.0,🟡 中卡
Mixed Cold Dishes,600,40.0,30.0,50.0,🔴 高卡
Spring Rolls and Noodles,600,15.0,25.0,80.0,🔴 高卡
Yogurt Snack,80,2.0,2.5,12.0,🟢 低卡
Dried Berries,250,2.0,1.5,60.0,🔴 高卡
Fried Chicken with Sauces,800,50.0,45.0,30.0,🔴 高卡
Fruity Rice Salad,600,12.0,15.0,100.0,🔴 高卡
Mixed Breakfast,800,25.0,35.0,90.0,🔴 高卡
Grilled Oysters and Meat Skewers,800,50.0,45.0,30.0,🔴 高卡
Stir-Fried Potatoes and Bell Peppers,250,5.0,10.0,35.0,🔴 高卡
Roasted Peanuts and Beer,300,10.0,25.0,15.0,🔴 高卡
Rice with seafood and vegetables,600,25.0,20.0,80.0,🔴 高卡
Cheese Gratin,350,10.0,15.0,40.0,🔴 高卡
Stuffed Corn Cake,350,20.0,15.0,40.0,🔴 高卡
Takeout meal with drink,400,10.0,15.0,60.0,🔴 高卡
Steamed Fish with Vegetables and Noodles,800,50.0,30.0,100.0,🔴 高卡
Sauce and Condiment Plate,250,10.0,15.0,20.0,🔴 高卡
Chicken in Sauce with Rice,600,40.0,25.0,50.0,🔴 高卡
Nasi Kuning with Fried Chicken,800,40.0,30.0,100.0,🔴 高卡
Steamed Chicken Feet,200,30.0,5.0,2.0,🟡 中卡
Mango Dessert and Cheese Toast,450,10.0,15.0,70.0,🔴 高卡
Waffle with Fruits and Chocolate,350,6.0,15.0,50.0,🔴 高卡
Roasted Sweet Potato,180,4.0,0.2,41.0,🟡 中卡
Citrus Infused Water,50,0.5,0.1,12.0,🟢 低卡
Fried Fish with Accompaniments,600,25.0,30.0,50.0,🔴 高卡
Fried Meat with Rice and Plantains,800,40.0,30.0,90.0,🔴 高卡
Mixed Vegetable Pizza,800,40.0,30.0,90.0,🔴 高卡
Decorated Eggs,140,12.0,10.0,1.0,🟡 中卡
Fried Vegetable Skewers,400,10.0,20.0,50.0,🔴 高卡
Vegetable Couscous with Eggs,450,12.0,15.0,65.0,🔴 高卡
Steak with Salad,350,30.0,20.0,5.0,🔴 高卡
Herb Tofu Soup,150,10.0,5.0,15.0,🟡 中卡
Herb Sauce,50,1.0,3.0,5.0,🟢 低卡
Chocolate Cake with Coffee,450,6.0,20.0,60.0,🔴 高卡
Caramel Popcorn,400,5.0,20.0,50.0,🔴 高卡
Fried Tofu and Stir-Fried Noodles,600,25.0,30.0,60.0,🔴 高卡
Sweet Buns with Coffee,400,8.0,10.0,70.0,🔴 高卡
Sweet Lotus Root,70,1.5,0.1,16.0,🟢 低卡
Baked Potatoes,300,6.0,10.0,45.0,🔴 高卡
Cheesy Chicken Wraps with Fries,800,40.0,35.0,70.0,🔴 高卡
Sweet Dumplings in Ginger Syrup,300,8.0,5.0,60.0,🔴 高卡
Spicy Fried Snack Sticks,250,5.0,15.0,30.0,🔴 高卡
French Toast with Bananas and Blueberries,450,10.0,15.0,70.0,🔴 高卡
Beef and Green Onion Stir-Fry,400,30.0,20.0,15.0,🔴 高卡
Fish with Rice and Cake,800,40.0,30.0,100.0,🔴 高卡
Fried Tofu in Tomato Sauce,400,15.0,20.0,30.0,🔴 高卡
Stir-fried Lettuce,50,2.0,1.0,10.0,🟢 低卡
Avocado Egg Croissant,450,12.0,25.0,40.0,🔴 高卡
Noodle Soup with Rice and Kimchi,600,15.0,10.0,100.0,🔴 高卡
Seafood with dipping sauce,250,15.0,5.0,30.0,🔴 高卡
Chocolate Snacks,150,2.0,6.0,22.0,🟡 中卡
Shrimp Salad Bowl,450,30.0,15.0,50.0,🔴 高卡
Chicken with rice and sides,800,50.0,30.0,80.0,🔴 高卡
Shrimp Stir-Fry with Fried Rice,600,25.0,20.0,80.0,🔴 高卡
Grilled Black Rice Bowl,350,10.0,15.0,45.0,🔴 高卡
Potato Cutlet,250,5.0,10.0,35.0,🔴 高卡
Crawfish and Stir-Fried Vegetables,600,40.0,25.0,50.0,🔴 高卡
Dairy Protein Drink,150,10.0,5.0,15.0,🟡 中卡
Fried Green Peppers with Rice,450,10.0,15.0,70.0,🔴 高卡
Rice with Meat Floss,450,20.0,15.0,65.0,🔴 高卡
Cold Soba Noodles,350,15.0,10.0,50.0,🔴 高卡
Steamed Fish with Tofu and Vegetables,600,40.0,25.0,50.0,🔴 高卡
Sliced Roast Beef,250,30.0,15.0,0.0,🔴 高卡
Pizza Margherita,285,12.0,10.5,36.0,🔴 高卡
Egg and Beef Stir-fry,600,40.0,30.0,20.0,🔴 高卡
Milk-flavored Biscuit,150,2.0,6.0,22.0,🟡 中卡
Meat Bones,250,20.0,15.0,0.0,🔴 高卡
Shrimp and Meat Salad,600,40.0,25.0,30.0,🔴 高卡
Rice with Lentils and Egg,600,25.0,15.0,90.0,🔴 高卡
Cupcake with Strawberries,350,3.0,15.0,50.0,🔴 高卡
Beef Tenderloin,350,30.0,20.0,10.0,🔴 高卡
Curry Bread Bowl,600,20.0,25.0,70.0,🔴 高卡
Meat and Vegetable Curry,450,30.0,20.0,40.0,🔴 高卡
Pasta Snacks,200,6.0,2.0,40.0,🟡 中卡
Shabu-Shabu Beef,250,18.0,20.0,0.0,🔴 高卡
Mixed Vegetable and Meat Dish with Watermelon,600,30.0,20.0,80.0,🔴 高卡
Steamed Fish with Minced Meat,350,30.0,15.0,20.0,🔴 高卡
Stir-fried mixed vegetables and meat,600,30.0,20.0,70.0,🔴 高卡
Porridge with accompaniments,600,25.0,20.0,80.0,🔴 高卡
Chocolate Cake and Dessert Drink,600,8.0,30.0,80.0,🔴 高卡
Chinese BBQ Pork,400,25.0,30.0,0.0,🔴 高卡
Buckwheat with Carrot Noodles,350,10.0,5.0,60.0,🔴 高卡
Noodle dish with soup,600,25.0,20.0,80.0,🔴 高卡
Fried Bread Soup,350,8.0,10.0,55.0,🔴 高卡
Zucchini Stir-Fry,150,3.0,5.0,25.0,🟡 中卡
Fried Potatoes with Sausages,450,15.0,25.0,50.0,🔴 高卡
"Steamed Fish, Braised Chicken, and Okra",800,60.0,40.0,30.0,🔴 高卡
Noodle Soup with Egg and Sausage,600,25.0,20.0,70.0,🔴 高卡
Fruit-flavored ice cream bar,150,2.0,5.0,25.0,🟡 中卡
Fried Bread with Sauce,350,10.0,15.0,45.0,🔴 高卡
Korean Beef Bowl,800,40.0,30.0,90.0,🔴 高卡
Tofu with lettuce,250,15.0,10.0,30.0,🔴 高卡
Noodle Soup with Oysters,450,25.0,15.0,60.0,🔴 高卡
Sweet Bun with Cream,350,5.0,10.0,60.0,🔴 高卡
Fufu with Fish Stew,600,30.0,20.0,80.0,🔴 高卡
Stir-fried rice cakes,600,30.0,25.0,70.0,🔴 高卡
Vegetable Scramble with Bread,600,30.0,20.0,70.0,🔴 高卡
Fried Rolls with Meat,600,25.0,30.0,50.0,🔴 高卡
Burger with Fried Side,800,30.0,40.0,70.0,🔴 高卡
Eggs Benedict Croissant,600,20.0,35.0,45.0,🔴 高卡
Skewered Grilled Food,250,15.0,10.0,30.0,🔴 高卡
Strawberry Ice Cream Bar,150,2.0,7.0,22.0,🟡 中卡
Oysters in broth,150,20.0,5.0,5.0,🟡 中卡
Grass Jelly Tea,150,1.0,2.0,30.0,🟡 中卡
Steamed Bun Meal,600,25.0,20.0,80.0,🔴 高卡
Okra Soup with Fufu,600,30.0,20.0,70.0,🔴 高卡
Fried Cutlet with Side Dishes,800,30.0,45.0,60.0,🔴 高卡
Meat and Vegetable Salad,350,25.0,15.0,30.0,🔴 高卡
Mixed Beverages,300,5.0,10.0,45.0,🔴 高卡
Cheesesteak Sandwich,600,25.0,30.0,50.0,🔴 高卡
Tofu with Sea Urchin,250,15.0,10.0,30.0,🔴 高卡
Mixed Asian Seafood and Noodles,800,40.0,30.0,90.0,🔴 高卡
Steamed Fish and Sliced Meat,600,50.0,30.0,20.0,🔴 高卡
Spicy Grilled Meat with Sides,700,50.0,30.0,60.0,🔴 高卡
Baked Pretzel Buns,250,6.0,10.0,35.0,🔴 高卡
Lychee or Longan,150,1.5,0.5,35.0,🟡 中卡
Beef Satay,450,30.0,25.0,20.0,🔴 高卡
Noodles with Chickpeas,600,25.0,20.0,80.0,🔴 高卡
Spicy Preserved Eggs,250,10.0,15.0,20.0,🔴 高卡
Stewed Meat with Dumplings,600,40.0,25.0,50.0,🔴 高卡
Ice Cream with Nuts,350,5.0,15.0,50.0,🔴 高卡
Fruit piece,50,0.5,0.1,13.0,🟢 低卡
Fried Eggplant with Minced Meat,350,15.0,20.0,30.0,🔴 高卡
Octopus-shaped sausages,250,10.0,20.0,5.0,🔴 高卡
Fast Food Sandwich,300,12.0,15.0,30.0,🔴 高卡
Omelet with Salad and Fruits,450,20.0,25.0,40.0,🔴 高卡
Salad with Ham and Croutons,350,20.0,15.0,30.0,🔴 高卡
Chicken Nugget,50,3.0,3.0,5.0,🟢 低卡
Savory Bread and Pastry,450,10.0,20.0,60.0,🔴 高卡
Raw Beef with Parsley,500,50.0,30.0,5.0,🔴 高卡
Braised Meat with Sauces,600,50.0,40.0,5.0,🔴 高卡
Thai Noodle Soup with Grilled Meat,800,40.0,30.0,90.0,🔴 高卡
Sushi Donburi,600,35.0,20.0,70.0,🔴 高卡
Seasoned Tofu,250,20.0,15.0,10.0,🔴 高卡
Dried Herbs,50,1.0,0.5,10.0,🟢 低卡
Milk Toast,250,8.0,3.0,45.0,🔴 高卡
Spiced Roasted Legumes,300,10.0,15.0,35.0,🔴 高卡
Street Food Sandwich,600,30.0,25.0,70.0,🔴 高卡
Stir-fried green beans with pork,350,25.0,15.0,30.0,🔴 高卡
Fried Fish with Stir-Fried Vegetables,800,50.0,40.0,60.0,🔴 高卡
Rose Milkshake,250,5.0,8.0,35.0,🔴 高卡
Seasoned Green Tomatoes,150,3.0,5.0,30.0,🟡 中卡
Breakfast Sandwich with Eggs,600,25.0,30.0,50.0,🔴 高卡
Blueberry Steamed Cake,250,4.0,8.0,40.0,🔴 高卡
Fruit and Chicken Biscuit,150,3.0,5.0,20.0,🟡 中卡
Stir-fried Tofu and Edamame,350,25.0,15.0,30.0,🔴 高卡
Chicken and Vegetable Soup with Shrimp and Rice,600,40.0,20.0,60.0,🔴 高卡
Banana-shaped cake,300,3.0,10.0,50.0,🔴 高卡
Panda-shaped candy,150,1.0,3.0,30.0,🟡 中卡
Milk Date Stick,150,2.0,5.0,25.0,🟡 中卡
Sweet Snack Cake,150,2.0,5.0,25.0,🟡 中卡
Cheese and Vegetable Sandwich,350,12.0,15.0,40.0,🔴 高卡
Fruit Mocktail,150,1.0,0.5,35.0,🟡 中卡
Fried dough with a starchy side,600,15.0,25.0,70.0,🔴 高卡
Fried Dough Bites,300,5.0,15.0,35.0,🔴 高卡
Roast Pork with Sides,600,40.0,25.0,30.0,🔴 高卡
Grilled Green Vegetables Skewers,150,3.0,5.0,25.0,🟡 中卡
Braised Meat with Scallions,300,25.0,15.0,10.0,🔴 高卡
Green Bean Stir-Fry,150,6.0,5.0,20.0,🟡 中卡
Chocolate Cream Pastry,350,5.0,15.0,50.0,🔴 高卡
Fried Egg with Noodles,600,25.0,30.0,50.0,🔴 高卡
Steak with Fried Egg and Spaghetti,700,50.0,40.0,60.0,🔴 高卡
Fried Chicken Tacos,600,25.0,30.0,50.0,🔴 高卡
Steamed Meat,250,20.0,15.0,0.0,🔴 高卡
Hello Kitty Macarons,300,4.0,10.0,50.0,🔴 高卡
Cake and Jelly Dessert,400,5.0,15.0,65.0,🔴 高卡
Meat with Mashed Potatoes,600,40.0,30.0,50.0,🔴 高卡
Dumplings or Wraps,250,8.0,10.0,30.0,🔴 高卡
Spicy Lobster and Papaya Salad,800,50.0,40.0,60.0,🔴 高卡
Shrimp with Vegetables and Rice,600,30.0,20.0,80.0,🔴 高卡
Black Sesame Snack,250,5.0,10.0,35.0,🔴 高卡
Cooked Sweet Potatoes,150,2.0,0.5,35.0,🟡 中卡
Whole Wheat Bread,250,9.0,3.5,50.0,🔴 高卡
Soybean Curd with Sauce,200,10.0,5.0,30.0,🟡 中卡
Pumpkin and Pumpkin Seeds,200,8.0,5.0,30.0,🟡 中卡
Kebabs with Grilled Vegetables,600,40.0,35.0,30.0,🔴 高卡
Canned Yellowfin Tuna,200,30.0,10.0,0.0,🟡 中卡
Pineapple Candy,50,0.1,0.5,12.0,🟢 低卡
Pasta with spices,600,15.0,20.0,80.0,🔴 高卡
Gourmet Burger,800,35.0,45.0,50.0,🔴 高卡
Dried Fruits Mix,300,3.0,0.5,80.0,🔴 高卡
Fries with Ketchup,400,5.0,20.0,50.0,🔴 高卡
Bear-shaped cookies,300,4.0,12.0,45.0,🔴 高卡
Shrimp and Vegetable Stir-fry with Egg,450,25.0,15.0,60.0,🔴 高卡
Mixed Asian Stews,600,25.0,20.0,80.0,🔴 高卡
Stir-fried Egg Dish,450,15.0,20.0,50.0,🔴 高卡
Pound Cake,250,4.0,10.0,36.0,🔴 高卡
Cat Latte,150,4.0,7.0,20.0,🟡 中卡
Fish and Tofu Stir-fry,600,50.0,25.0,20.0,🔴 高卡
Fried items with noodle soup,800,30.0,45.0,70.0,🔴 高卡
Braided Snack,300,5.0,15.0,40.0,🔴 高卡
Jiaomijiao Pickled Pepper Beef Noodle,400,20.0,15.0,55.0,🔴 高卡
Steamed Bun with Sweet Filling,250,6.0,5.0,45.0,🔴 高卡
Vegetable Dumpling Stew,450,20.0,15.0,60.0,🔴 高卡
Banana Oatmeal,350,10.0,5.0,60.0,🔴 高卡
Yambean,150,3.0,0.5,35.0,🟡 中卡
Nesquik Duo Bar,120,1.5,5.0,18.0,🟡 中卡
Fried Wrap with Cream,350,10.0,20.0,30.0,🔴 高卡
Kyoho Grapes,104,0.6,0.2,27.3,🟡 中卡
Mixed Indonesian Rice Plate,600,30.0,20.0,80.0,🔴 高卡
Salmon with Rice and Vegetables,600,40.0,20.0,70.0,🔴 高卡
Mousse Cake,250,3.0,15.0,30.0,🔴 高卡
Stir-fried Mixed Vegetables with Rice,800,40.0,30.0,90.0,🔴 高卡
Pork Cutlet (Tonkatsu),800,50.0,40.0,80.0,🔴 高卡
Caramel Snacks,250,3.0,10.0,35.0,🔴 高卡
Rice and Beans with Fish and Plantains,600,30.0,20.0,80.0,🔴 高卡
Cooked Grains,150,5.0,2.0,30.0,🟡 中卡
Quiche Lorraine,350,15.0,20.0,30.0,🔴 高卡
Fried Rice with Vegetables and Chicken,600,20.0,15.0,85.0,🔴 高卡
Vegetable Stir-Fry with Grains,350,12.0,10.0,55.0,🔴 高卡
Dried Edible Leaves,50,3.0,1.0,10.0,🟢 低卡
Stir-fried Green Beans with Sausage,300,20.0,15.0,25.0,🔴 高卡
Spicy Meatballs,600,25.0,30.0,50.0,🔴 高卡
Dhokla,200,6.0,5.0,30.0,🟡 中卡
Steamed Shrimp with Sauce,350,25.0,15.0,30.0,🔴 高卡
Korean Fried Chicken with Rice,800,30.0,40.0,70.0,🔴 高卡
Grain Bowl with Green Beans,350,15.0,10.0,50.0,🔴 高卡
Sugar-coated Strawberries,150,1.5,0.5,35.0,🟡 中卡
Raw Pork Belly,250,18.0,20.0,0.0,🔴 高卡
Orange Chicken,300,25.0,15.0,20.0,🔴 高卡
Fried Dumplings in Soup,500,20.0,25.0,50.0,🔴 高卡
Grain Bowl,450,20.0,15.0,60.0,🔴 高卡
Wontons with sauce,400,15.0,10.0,60.0,🔴 高卡
Fried Chicken with Blue Rice,700,40.0,30.0,70.0,🔴 高卡
Oysters with Lemon,250,20.0,10.0,5.0,🔴 高卡
Keema with Roti,600,30.0,25.0,70.0,🔴 高卡
Seafood and Mango Salad,600,50.0,15.0,80.0,🔴 高卡
Stir-Fried Chicken Wings,400,30.0,20.0,15.0,🔴 高卡
Orange Drink Powder,100,0.1,0.5,25.0,🟡 中卡
Steak with Spaghetti and Vegetables,800,50.0,40.0,60.0,🔴 高卡
Vegetable Stir-fry with Egg,200,8.0,10.0,25.0,🟡 中卡
Spiced Fried Potatoes,300,5.0,15.0,40.0,🔴 高卡
Stir-fried Celery and Vegetables,150,3.0,5.0,25.0,🟡 中卡
Frozen Mango,150,2.0,5.0,25.0,🟡 中卡
Green Juice,50,1.0,0.5,12.0,🟢 低卡
Oatmeal Chocolate Bar,150,3.0,5.0,25.0,🟡 中卡
Cooked Fish Fillet,165,31.0,3.6,0.0,🟡 中卡
Waffles with Blueberries and Nuts,350,8.0,10.0,60.0,🔴 高卡
Beef Stir-Fry with Spring Rolls,600,40.0,30.0,50.0,🔴 高卡
Fruit platter with assorted snacks,200,3.0,5.0,40.0,🟡 中卡
Garlic Cucumber Salad,50,2.0,1.0,10.0,🟢 低卡
Spiced Potato and Lentil Mix,350,10.0,15.0,45.0,🔴 高卡
Meat Soup with Rice and Spring Rolls,600,35.0,25.0,60.0,🔴 高卡
Cucumber Sandwich,200,6.0,8.0,30.0,🟡 中卡
Crawfish and Watermelon,800,50.0,30.0,70.0,🔴 高卡
Pasta with Chicken and Tomatoes,600,25.0,15.0,80.0,🔴 高卡
Crispy Seafood,350,30.0,20.0,10.0,🔴 高卡
Spicy Tonkotsu Instant Noodles,350,10.0,14.0,50.0,🔴 高卡
Apple and Bread Snack,300,8.0,5.0,55.0,🔴 高卡
Mixed Fried Snack Platter,800,40.0,30.0,100.0,🔴 高卡
Grilled Rice Dumplings,200,5.0,2.5,40.0,🟡 中卡
Braised or Glazed Meat Rolls,350,30.0,20.0,5.0,🔴 高卡
Meat Wraps,600,30.0,25.0,60.0,🔴 高卡
Fruit-shaped dessert,250,3.0,10.0,40.0,🔴 高卡
Vietnamese Rice Rolls with Pork,600,30.0,20.0,70.0,🔴 高卡
Fried Zucchini Flowers,250,5.0,15.0,25.0,🔴 高卡
Vegetable Puff,250,6.0,12.0,30.0,🔴 高卡
Pasta with Tomato and Basil,600,20.0,15.0,85.0,🔴 高卡
Steamed Chicken with Vegetables and Rice,800,60.0,40.0,50.0,🔴 高卡
Tteokbokki and assorted meats,600,30.0,20.0,80.0,🔴 高卡
Fruits and Nuts Oatmeal,350,8.0,10.0,60.0,🔴 高卡
Mixed Nut and Avocado Salad,600,15.0,45.0,30.0,🔴 高卡
Steak with Cherries,450,40.0,25.0,15.0,🔴 高卡
Dough Pastry,250,5.0,10.0,35.0,🔴 高卡
Dip with Bread,350,10.0,15.0,45.0,🔴 高卡
Cheeseburger with Falafel,800,30.0,40.0,70.0,🔴 高卡
Fried Vegetable Pancake,300,5.0,15.0,35.0,🔴 高卡
Hawthorn Berries,50,0.5,0.2,13.0,🟢 低卡
Tuna & Shrimp Recipe,100,20.0,2.5,0.0,🟡 中卡
Mixed Rice with Soup,800,25.0,30.0,100.0,🔴 高卡
Chicken Katsu Bento,600,30.0,25.0,70.0,🔴 高卡
Fried Oyster Pancake,300,10.0,15.0,30.0,🔴 高卡
Seared Meat,250,20.0,15.0,5.0,🔴 高卡
Coffee with Toppings,150,3.0,5.0,25.0,🟡 中卡
Cheesy Baked Custard,300,10.0,20.0,15.0,🔴 高卡
Fried Fish and Chicken,800,50.0,45.0,30.0,🔴 高卡
Mixed Nuts or Snack Mix,250,5.0,15.0,30.0,🔴 高卡
Cranberry Cake,200,3.0,8.0,30.0,🟡 中卡
Sweet Soup with Nuts and Egg,250,12.0,10.0,30.0,🔴 高卡
Spicy Meat Rolls,400,30.0,25.0,10.0,🔴 高卡
Scrambled Eggs with Tomatoes and Cheese,350,25.0,20.0,15.0,🔴 高卡
Crab and Chicken Stew,600,40.0,30.0,50.0,🔴 高卡
Spaghetti with Meat and Salad,700,40.0,25.0,80.0,🔴 高卡
Spicy Shrimp and Crab,600,40.0,30.0,20.0,🔴 高卡
Fried Rice and Dumplings,800,30.0,20.0,100.0,🔴 高卡
Fried Vegetable Dumpling,250,5.0,10.0,35.0,🔴 高卡
Spicy Korean Stew with Rice,600,25.0,30.0,50.0,🔴 高卡
Chicken Katsu with Rice,800,50.0,40.0,60.0,🔴 高卡
Hot Pot with Fried Items,800,30.0,40.0,70.0,🔴 高卡
Noodles with Scrambled Eggs,400,20.0,15.0,50.0,🔴 高卡
Dim Sum and Soy Milk,800,15.0,30.0,100.0,🔴 高卡
QQ Candy,150,1.0,0.5,35.0,🟡 中卡
Mixed Fried Rice and Chicken,600,20.0,25.0,70.0,🔴 高卡
Beef with Rice and Vegetables,700,50.0,30.0,80.0,🔴 高卡
Kimchi and Seaweed Soup,150,4.0,5.0,25.0,🟡 中卡
Fruit dessert and yogurt with rice,300,8.0,10.0,45.0,🔴 高卡
Raw leafy greens,30,3.0,0.5,6.0,🟢 低卡
Curry Chicken with Rice,800,40.0,30.0,90.0,🔴 高卡
Fried Crinkle-Cut Fries with Onion Rings,600,8.0,30.0,80.0,🔴 高卡
Mixed Asian Soup Meal,600,30.0,20.0,80.0,🔴 高卡
Pocky Strawberry,400,4.0,20.0,60.0,🔴 高卡
Orange Cake,350,4.0,15.0,50.0,🔴 高卡
Baked Stuffed Okra,250,20.0,15.0,10.0,🔴 高卡
Spicy Jellyfish Salad,250,5.0,10.0,30.0,🔴 高卡
Eggs with Ham,300,25.0,20.0,10.0,🔴 高卡
Hazelnut Bar,200,3.0,10.0,25.0,🟡 中卡
Baked Chicken Pasta,600,35.0,30.0,50.0,🔴 高卡
Raw Root Vegetables,150,3.0,0.2,35.0,🟡 中卡
Fried Egg Salad,350,15.0,25.0,10.0,🔴 高卡
Grilled Steak with Corn and Salad,700,60.0,40.0,30.0,🔴 高卡
Cauliflower Curry,250,5.0,10.0,35.0,🔴 高卡
Spicy Seafood Rice,600,40.0,30.0,50.0,🔴 高卡
Grilled Sausage and Beef,600,50.0,40.0,30.0,🔴 高卡
Spaghetti with Beef and Egg,700,40.0,25.0,80.0,🔴 高卡
Ice Lollies,200,1.0,5.0,35.0,🟡 中卡
Banana on a stick,100,1.0,0.3,25.0,🟡 中卡
Mixed Vegetable and Shrimp Platter,350,25.0,10.0,45.0,🔴 高卡
Crab Feast,600,40.0,20.0,50.0,🔴 高卡
Stir-fried vegetables with meat and egg soup,600,30.0,20.0,80.0,🔴 高卡
Spicy Noodles with Bok Choy,450,10.0,15.0,65.0,🔴 高卡
Scrambled Eggs with Bell Peppers,250,18.0,15.0,10.0,🔴 高卡
Stir-fried vegetables with protein and a side of starchy cake,600,30.0,25.0,70.0,🔴 高卡
Stir-fried greens with sauce,150,5.0,7.0,20.0,🟡 中卡
Mixed Vegetables and Fruits,300,10.0,1.5,70.0,🔴 高卡
Egg and Pasta Dish,450,25.0,15.0,55.0,🔴 高卡
Roasted Meat with Bread,800,60.0,50.0,30.0,🔴 高卡
Rice Crispy Treats with Raisins,150,1.5,3.5,30.0,🟡 中卡
Dessert Pizza,400,6.0,15.0,60.0,🔴 高卡
Instant Noodles with Sausages and Egg,500,15.0,20.0,60.0,🔴 高卡
Pudding on Bread,250,4.0,8.0,40.0,🔴 高卡
Tofu Hot Pot,600,30.0,20.0,70.0,🔴 高卡
Pasta with Meat Sauce and Roasted Chicken,800,40.0,30.0,90.0,🔴 高卡
Decorative Sweet Treats,250,5.0,10.0,35.0,🔴 高卡
Bánh Mì,450,20.0,15.0,60.0,🔴 高卡
Unknown small fruit or candy,50,0.5,0.1,12.0,🟢 低卡
Mixed Legume Snack,200,8.0,10.0,25.0,🟡 中卡
Mixed Meal with Fish and Omelet,600,30.0,25.0,70.0,🔴 高卡
Fried Spam,250,12.0,20.0,2.0,🔴 高卡
Cooked Quail,300,25.0,20.0,0.0,🔴 高卡
Grilled Seafood and Meat Skewers,600,50.0,25.0,20.0,🔴 高卡
Korean Fried Chicken Bowl,700,40.0,30.0,70.0,🔴 高卡
Fried Plantains with Eggs and Avocado,600,15.0,30.0,70.0,🔴 高卡
Vegetable Rice with Sauce,500,15.0,10.0,80.0,🔴 高卡
Fried or Baked Dish,350,20.0,15.0,30.0,🔴 高卡
Tangerine,50,0.5,0.1,12.0,🟢 低卡
Grape Tart,350,5.0,15.0,50.0,🔴 高卡
Hot Pot with Grilled Oysters,800,50.0,40.0,30.0,🔴 高卡
Couscous with Meat and Vegetables,600,30.0,20.0,70.0,🔴 高卡
Hawthorn String,150,1.0,0.5,35.0,🟡 中卡
Crab Roe Flavor Sunflower Seeds,500,15.0,30.0,45.0,🔴 高卡
Dog kibble,350,20.0,10.0,50.0,🔴 高卡
Rice cracker,150,2.0,5.0,25.0,🟡 中卡
Pumpkin Bread,350,6.0,15.0,50.0,🔴 高卡
Pasta with Bacon and Cream Sauce,800,40.0,30.0,90.0,🔴 高卡
Salmon with Vegetables and Rice,600,40.0,30.0,50.0,🔴 高卡
Grilled Chicken Wrap,600,30.0,20.0,70.0,🔴 高卡
Spicy Snack Balls,150,3.0,7.0,20.0,🟡 中卡
Sweet beverage,150,0.0,0.5,37.0,🟡 中卡
Fish and Meat Curry with Salad,800,60.0,40.0,30.0,🔴 高卡
Seared Scallops with Vegetables,300,25.0,10.0,15.0,🔴 高卡
Fried Fish Fillet,350,25.0,20.0,30.0,🔴 高卡
Fresh Produce,150,3.0,0.5,35.0,🟡 中卡
Vietnamese mixed platter,800,40.0,30.0,100.0,🔴 高卡
Stir-fried Offal,350,25.0,20.0,15.0,🔴 高卡
Chicken with Cabbage and Eggs,600,50.0,30.0,40.0,🔴 高卡
Spicy Stir-Fry with Rice,600,30.0,25.0,70.0,🔴 高卡
